date,AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
7/10/2020,51124,1323,116923,26803,304297,36767,47287,12714,10743,250362,111956,1177,9928,152899,50300,33896,18611,20650,74636,3460,71910,105290,138248,41571,41915,34625,1593,20739,26144,5991,176015,14549,181896,81667,4154,62856,27191,11454,98498,16498,52374,7401,57615,240111,28963,1171,68931,39127,3983,38099,1790
7/11/2020,52586,1386,119962,27864,312344,37216,47287,12827,10801,266341,115157,1197,10505,154094,51079,34647,18611,21319,76803,3475,72467,105457,139150,41571,42524,35272,1677,20944,26862,6024,176385,14773,182319,83902,4243,64214,28092,11851,99313,16546,54250,7454,59579,250462,29605,1176,69782,39617,4146,39080,1839
7/12/2020,54554,1478,122500,28367,320804,37593,47287,13042,10847,277551,117728,1217,10902,155048,51612,35171,18611,21871,78122,3493,73109,105629,139913,42772,43131,35715,1841,21118,27894,6054,176758,15028,182655,85889,4334,65592,28604,12170,99963,16584,56505,7499,60752,258658,30177,1188,70670,40447,4244,39877,1862
7/13/2020,55944,1537,123858,28939,329162,37963,47510,13222,10906,286636,121518,1239,11402,155931,52037,35529,20058,22158,79827,3504,73527,105783,141733,43170,44502,37041,1843,21348,28744,6068,177044,15291,182962,87697,4442,66853,29066,12438,100375,16605,58413,7524,63067,264313,30722,1194,71642,41556,4313,40382,1903
7/14/2020,58044,1580,128132,29733,336447,38385,47530,13346,10946,296552,125091,1267,11718,156638,52685,35850,20058,22698,82042,3523,74260,105986,143429,43170,45759,38409,1952,21624,29832,6091,177488,15514,183559,89772,4565,67995,30171,12805,101292,16660,59922,7572,64883,275058,31196,1198,72443,42143,4407,41349,1951
7/15/2020,59954,1631,131390,30297,347634,38800,47636,13438,11026,310362,129193,1286,12445,157825,53370,36294,20933,23240,84131,3546,75016,106128,145188,44347,47115,39605,2218,21863,30673,6113,177898,15841,184024,91686,4668,69311,31208,13081,102379,16695,62128,7652,66983,282365,31664,1210,73527,42849,4557,42197,1985
7/16/2020,61883,1694,134650,31114,356178,39399,47750,13518,11076,321192,132869,1309,13133,159082,54080,37132,20933,23922,86411,3577,75664,106271,146849,45013,48542,40666,2342,22014,32120,6139,178169,16138,184408,93692,4792,70601,32214,13509,103197,16750,63985,7694,68900,292656,32587,1220,74431,44081,4657,43139,2026
7/17/2020,63900,1736,138523,31762,366164,39987,47893,13640,11115,331329,137102,1328,13752,160509,54813,37722,21965,24612,88590,3589,76371,106487,148322,45470,49758,41692,2366,22241,33503,6165,178264,16456,184817,95656,4907,72280,33042,13802,104238,16848,65983,7789,71843,307572,33392,1229,75433,44982,4783,44068,2069
7/18/2020,65922,1798,141304,32533,375363,40514,47893,13718,11194,343655,141845,1356,14302,161785,55654,38041,21965,25230,88590,3609,77206,106664,149210,46204,50622,42336,2471,22364,34689,6188,178551,16736,185184,97998,5019,73822,33959,14149,105063,16908,68050,7862,73962,317730,34045,1232,76373,45751,4922,45099,2108
7/19/2020,67480,1881,143664,33228,384692,40883,47893,13802,11261,354000,145038,1368,14873,162750,56571,38723,21965,26188,91706,3629,78131,106882,149904,46204,51305,42833,2533,22473,35977,6203,178541,16971,185388,99771,5126,74932,34446,14579,105807,16983,69603,7906,76069,325030,34682,1239,77430,46664,5042,45948,2126
7/20/2020,68982,1954,145224,33927,391538,41313,48055,13914,11339,363146,147804,1392,15266,163923,57206,39224,23334,26523,94892,3645,78685,107056,151653,47457,52781,44259,2621,22765,36925,6249,178782,17215,185623,101090,5207,76168,34814,14847,106558,17050,71961,7943,77637,332434,35084,1248,78375,47514,5142,46675,2187
7/21/2020,70337,2044,148725,34665,400769,41874,48096,14058,11427,372682,151536,1409,15822,164878,57916,39473,23334,27057,96583,3667,79545,107221,153182,47961,54174,45475,2712,23097,37741,6262,179129,17517,186087,102985,5367,77215,35905,15139,107608,17110,73417,8019,78829,341739,35648,1252,79371,48408,5199,47836,2238
7/22/2020,72328,2138,150652,35246,413576,42495,48223,14118,11529,382734,155083,1463,16322,166476,58673,40000,24104,27860,99354,3686,80172,107413,154774,48721,55450,46641,2909,23440,38877,6295,179574,17828,186442,104799,5493,78742,36722,15394,108418,17184,75392,8077,81964,351618,36254,1254,80393,49093,5461,48583,2288
7/23/2020,74404,2202,152988,36259,425616,43103,48232,14266,11571,394847,159615,1521,16736,168100,59602,40635,24104,28577,101650,3709,80836,107683,156190,49490,56587,47850,3037,23751,40140,6318,179860,18163,186865,107210,5614,80186,37614,15713,109255,17256,77154,8143,83942,361125,36889,1265,81237,49836,5550,49669,2347
7/24/2020,76506,2259,156346,37249,434828,43823,48776,14343,11649,406824,164638,1591,17264,169699,60598,41271,25109,29479,103734,3744,81766,107897,157561,50291,57790,48964,3247,24123,40140,6375,180359,18475,187258,109446,5736,81746,38308,16104,110482,17332,78868,8200,86451,369826,37681,1269,82364,50699,5695,50727,2405
7/25/2020,77892,2347,160087,37981,445400,44626,48776,14457,11717,415937,168460,1655,17827,171125,61520,41671,25109,30301,103734,3768,83054,108107,158429,50291,58377,49494,3342,24324,42037,6415,180906,18788,187668,111478,5876,83184,39022,16492,111588,17450,80802,8305,88288,375846,38064,1282,83609,51700,5821,51715,2446
7/26/2020,79651,2532,162061,38623,453659,45208,48776,14573,11780,424647,171200,1683,18177,172666,62372,42199,25109,30728,107574,3785,83748,108380,159087,51803,58960,49909,3381,24528,43067,6436,181440,19042,187975,113265,5986,84073,39407,16758,112447,17563,82402,8395,91359,381656,38502,1286,84567,52493,5960,52680,2475
7/27/2020,80958,2626,163875,39447,460550,45408,48983,14681,11858,433649,174277,1730,18694,173897,62907,42554,26172,31029,109917,3796,84876,108562,160683,52281,60157,51253,3381,24824,44055,6441,181933,19502,188293,114834,6141,85177,39769,17088,113198,17627,83607,8444,93658,385923,38915,1288,86072,53027,6054,53281,2520
7/28/2020,82408,2735,165983,40181,466550,46290,49077,14748,11945,442780,178676,1840,19222,174973,63678,42782,26172,31637,111038,3823,85524,108740,162204,52947,61330,52404,3667,25144,45151,6500,182471,19791,188629,116862,6227,86497,40616,17416,114314,17804,84828,8492,95554,394265,39337,1291,86994,54060,6173,54064,2589
7/29/2020,84353,2803,168323,40968,475305,46788,49540,14882,11999,452517,182243,1963,19679,176366,64299,43280,26870,32178,112773,3845,86285,109096,163719,53692,62534,53649,3780,25421,46021,6513,182977,20136,189042,118469,6301,87893,41337,17721,115122,17905,86469,8641,98040,403307,39942,1292,87993,54733,6326,54988,2628
7/30/2020,86354,2887,170849,41759,485502,47256,49670,14968,12057,461297,186426,2085,20246,178138,65253,44039,26870,32871,114481,3869,87177,109400,165160,54464,63799,54721,3954,25804,47170,6544,183217,20388,189507,120826,6469,89626,42009,18131,116054,18001,88205,8685,99212,412107,40258,1293,88904,55605,6422,56079,2686
7/31/2020,87946,2993,174062,42511,493588,47854,49810,15060,12126,470616,190734,2172,20721,180118,66154,44582,27812,33729,116280,3890,88346,109787,166566,55188,64780,55735,3965,26166,48312,6583,183964,20600,189866,122752,6602,91159,42643,18493,117071,18091,89952,8764,102759,420946,40797,1301,89888,56490,6642,56934,2726
8/1/2020,89967,3138,177075,43173,500130,48404,49810,15148,12205,477506,194466,2217,21114,181757,67122,44981,27812,34392,116280,3911,89365,110077,167533,55947,65487,56285,4081,26419,49306,6613,184369,20796,190307,124717,6660,92087,43284,18817,117987,18210,91471,8867,104500,430485,41380,1305,90801,57427,6735,58058,2769
8/2/2020,91121,3274,178521,43810,509162,48838,49810,15241,12274,482302,197628,2424,21344,183224,67857,45492,27812,34788,119747,3921,90274,110430,168325,55947,66008,56832,4193,26695,50437,6634,184719,21016,190575,126105,6785,93031,43685,19097,118642,18261,93094,8955,106648,436711,41759,1308,91782,58126,6854,58990,2808
8/3/2020,92164,3333,179552,44597,514901,49088,50062,15349,12313,487564,200166,2567,21675,184522,68433,45845,28876,35184,120846,3932,91144,110595,169994,57162,67045,58281,4314,26956,51422,6660,185030,21130,190879,127461,6933,93963,44062,19366,119218,18317,94304,9020,107718,442014,42153,1309,93106,58697,6973,59401,2848
8/4/2020,93113,3393,180561,45381,519427,49619,50110,15427,12398,492912,202908,2738,22234,185993,69255,46045,28876,35944,124461,3953,91854,111033,171580,57779,67980,59544,4429,27154,52423,6693,185421,21340,191309,129016,7057,95106,44946,19699,120100,18430,95443,9079,109505,451181,42544,1311,94251,59292,7051,60171,2884
8/5/2020,94975,3448,182260,46293,524722,50166,50225,15489,12443,500402,206796,2887,22707,187752,69975,46659,29717,36606,125943,3969,92426,111371,173081,58640,68660,60763,4593,27505,53068,6719,185824,21566,191644,130248,7177,96305,45642,19978,120854,18515,96714,9168,111238,459887,43096,1316,95049,59899,7159,61110,2923
8/6/2020,96691,3488,183705,47028,529980,50575,50245,15557,12518,507815,210160,3088,23399,189705,71015,47362,29717,37332,127246,3988,93005,111533,174435,59185,69611,61903,4744,27871,53919,6742,186241,21773,192014,132187,7327,97471,46358,20225,121669,18628,98007,9273,112576,467485,43606,1326,95867,60715,7277,61985,2958
8/7/2020,98530,3543,185112,48039,538416,51019,50320,15645,12589,515989,214367,3317,23922,191808,72254,47865,30638,38043,128746,3997,93806,111853,175821,60101,70306,62998,4888,28078,54757,6779,186646,21965,192384,134035,7508,98675,47037,20636,122468,18750,99550,9371,115299,474524,44067,1327,97882,61586,7433,63028,3000
8/8/2020,99468,3622,186167,48811,545787,51474,50320,15705,12653,522039,218789,3468,24495,193998,73287,48286,30638,38856,128746,4013,94581,112173,176769,60898,71009,63677,4952,28225,55644,6818,187037,22115,192761,135792,7596,99969,47671,21010,123299,18836,100935,9477,117071,481483,44090,1333,99189,62267,7563,64213,3013
8/9/2020,101080,3720,186984,49383,554160,51778,50320,15758,12753,526145,221951,3608,24671,195380,74328,48789,30638,39189,131399,4026,95503,112459,177576,61516,71449,64144,5017,28414,56456,6831,187401,22315,193028,137151,7713,100848,48097,21272,124101,18901,102175,9605,119166,486362,44714,1337,100086,63006,7694,64835,3050
8/10/2020,102006,3788,187585,50028,561911,52074,50567,15823,12807,531841,224627,3728,25100,196699,74992,49074,31730,39357,131961,4032,96258,112673,179340,61839,72321,65672,5017,28694,57198,6840,187705,22444,193267,137941,7885,101731,48440,21488,124747,18953,103262,9663,120732,490817,45006,1340,100749,63569,7754,65356,3042
8/11/2020,103076,3837,188800,50411,574411,52369,50684,15892,12896,539663,228381,3927,25595,198248,75862,49329,31730,40367,133125,4052,96843,112969,181046,61839,73092,67028,5289,29033,57745,6861,188179,22643,193660,139261,7970,102826,49299,21774,125582,19036,104075,9713,121626,500620,45399,1349,101745,64054,7875,66123,3073
8/12/2020,103808,3898,189507,51114,586056,52611,50706,15958,12959,545798,232148,4280,26133,199893,76522,49806,32547,41176,134304,4073,97384,113198,182575,62296,73809,68431,5403,29282,58270,6887,188697,22816,193974,140618,8171,104248,50175,22022,126541,19122,105142,9815,123420,506820,45722,1354,102521,64574,8008,66654,3086
8/13/2020,104559,3979,190859,51766,593141,53073,50782,16051,13024,551761,234964,4512,26631,201727,77565,50336,32547,42045,135439,4100,98160,113517,183987,63723,74701,69621,5539,29653,58856,6921,189389,22987,194273,142385,8322,105426,50953,22300,127556,19219,105891,9897,124661,513575,46155,1359,103622,65162,8151,67622,3119
8/14/2020,105675,4079,191787,52392,601075,53475,50897,16123,13118,557961,238304,4795,27173,204023,78632,50935,33885,42888,136737,4124,98875,113729,185339,64413,75461,70777,5541,29976,59955,6964,190004,23160,194633,143984,8444,106557,51554,22613,128364,19304,106946,10024,127159,520593,46628,1375,104838,66060,8274,68681,3183
8/15/2020,106503,4163,192654,51992,613689,53756,50897,16190,13159,561601,241640,5014,27477,205851,79676,51793,33885,43537,136737,4145,99693,114095,186229,65162,75801,71448,5659,30235,60814,6980,190041,23302,194985,145564,8587,107674,52430,23018,129217,19418,108136,10118,128528,528838,46942,1382,105750,66676,8457,69547,3227
8/16/2020,107245,4265,193605,52665,621562,54109,50897,16246,13220,564236,243529,5188,27660,207413,80415,52433,33885,43966,137918,4170,100212,114398,186956,65716,76109,72004,5779,30416,61511,6988,190357,23408,195285,146892,8647,108287,52812,23744,129935,19487,109360,10274,130447,535042,47248,1387,106687,67398,8564,70246,3286
8/17/2020,108668,4315,194074,53077,628031,54283,51267,16334,13273,567995,245486,5322,27942,209186,81006,52829,35167,44381,138485,4190,100715,114611,188577,65716,77113,73606,5847,30578,62171,7004,190717,23500,195458,147778,8782,109062,53136,23451,130392,19566,109941,10360,131844,542950,47487,1398,107421,67762,8632,70715,3331
8/18/2020,109985,4381,194990,53487,632667,54554,51255,16390,13325,572064,248712,5583,28326,210926,81847,52969,35167,45108,139125,4211,101235,114786,190031,66061,78019,74912,5847,30833,62854,7017,191099,23579,195829,149047,8968,109923,53962,23676,131017,19657,110446,10443,132682,550232,47785,1401,108282,68185,8731,71424,3363
8/19/2020,111265,4454,195628,54216,638831,54872,51314,16435,13354,576632,251224,5818,28696,213221,82336,53280,35890,45800,139903,4230,101649,115048,191483,67308,78913,76313,5956,31115,63248,7036,191470,23749,196187,150403,9242,110881,54670,23870,131617,19769,111254,10566,134435,557256,48260,1403,109019,68729,8801,72134,3430
8/20/2020,112303,4537,196352,54765,644751,55251,51432,16514,13409,581182,254163,6048,29120,215053,83277,54533,35890,46684,140821,4264,102229,115310,192850,68133,79690,77679,6214,31378,63804,7050,191605,23951,196515,152465,9474,112003,55494,24165,132450,19842,112065,10691,135769,562559,48761,1407,109882,69363,8982,72893,3468
8/21/2020,113762,4606,196972,55652,650336,55644,51519,16569,13469,585265,257532,6328,29369,217346,84317,55006,36856,47401,141720,4294,102899,115741,194208,68133,80442,78895,6216,31652,64697,7071,191935,24095,196938,154459,9736,113046,56214,24421,133190,19980,113033,10884,138193,567580,49088,1411,110860,70054,9066,73751,3524
8/22/2020,114354,4694,197969,56199,656892,55951,51519,16650,13534,588245,260287,6575,29662,219702,85317,55735,36856,48204,141720,4312,103523,115850,195093,69584,80850,79510,6376,31807,65334,7092,192380,24302,197324,156219,9876,114165,56875,24710,134003,20110,114140,11135,138718,573139,49416,1421,112072,70822,9185,74726,3543
8/23/2020,115023,4760,198178,56574,663669,56222,51519,16739,13590,590269,262099,6744,29853,221595,85932,56275,36856,48716,142943,4332,104102,115850,195914,70298,81248,80050,6490,31917,65866,7107,192670,24396,197617,157735,10000,114802,57271,24937,134617,20231,115170,11276,141141,577537,49728,1426,112966,71302,9272,75205,3579
8/24/2020,115579,4832,198490,56894,668615,56421,52011,16805,13639,592941,264540,6959,30070,223207,87592,56631,38401,49047,143566,4342,104669,116421,197448,70707,82129,81762,6623,32257,66275,7134,192948,24469,197811,158949,10229,115651,57644,25155,135038,20274,115907,11425,141950,580384,50053,1434,113630,71675,9312,75619,3603
8/25/2020,117695,4865,199350,57374,673095,56735,52040,16885,13684,596219,267034,7234,30465,224887,88421,57294,38401,49761,144116,4366,105046,116770,198855,71236,82851,83276,6785,32413,66680,7150,193295,24535,198209,160429,10467,116495,58544,25391,135630,20356,116494,11505,142592,586730,50513,1440,114635,71993,9395,76306,3634
8/26/2020,119389,4917,199537,58023,679099,56986,52220,16951,13722,599360,269637,7540,30780,227044,89359,58215,39937,50544,145661,4388,105486,117085,200147,72390,83675,84926,6785,32788,66938,7159,193632,24732,198515,161834,10800,117584,59705,25571,136141,20425,117521,11571,144288,592137,50870,1443,115458,72450,9540,77092,3684
8/27/2020,120518,5002,200218,58745,683529,57352,52350,17017,13794,602958,272456,7803,31122,228751,90504,61484,39937,51390,146338,4407,106063,117450,201379,73240,84321,86395,6929,33165,67491,7194,193981,24920,198991,163996,11110,118828,60832,25761,136790,20503,118175,12194,145597,597737,51167,1454,116579,73023,9633,78004,3722
